crime_type,state,year,subject_count,victim_count,loss_amount
Non-payment/Non-Delivery,American Samoa,2018,0,1,1400
Other,American Samoa,2018,0,2,0
Overpayment,American Samoa,2018,0,1,0
Personal Data Breach,American Samoa,2018,1,0,0
Phishing/Vishing/Smishing/Pharming,American Samoa,2018,0,0,0
Ransomware,American Samoa,2018,0,0,0
Re-shipping,American Samoa,2018,0,0,0
Real Estate/Rental,American Samoa,2018,0,0,0
Spoofing,American Samoa,2018,0,0,0
Tech Support,American Samoa,2018,0,0,0
Terrorism,American Samoa,2018,0,0,0
Virtual Currency,American Samoa,2018,0,0,0
Advanced Fee,Arizona,2018,165,436,2442026
BEC/EAC,Arizona,2018,84,401,19364749
Charity,Arizona,2018,5,14,17811
Civil Matter,Arizona,2018,22,24,436063
Confidence Fraud/Romance,Arizona,2018,140,429,7975890
Corporate Data Breach,Arizona,2018,26,52,908486
Credit Card Fraud,Arizona,2018,118,442,2302942
Crimes Against Children,Arizona,2018,13,45,100
Denial of Service/TDos,Arizona,2018,10,13,445660
Employment,Arizona,2018,112,366,938911
Extortion,Arizona,2018,145,"1,340",3156369
Gambling,Arizona,2018,3,4,12500
Government Impersonation,Arizona,2018,37,257,3016778
Hacktivist,Arizona,2018,1,1,0
Harassment/Threats of Violence,Arizona,2018,225,713,269351
Health Care Related,Arizona,2018,2,6,75301
IPR/Copyright and Counterfeit,Arizona,2018,22,46,16889
Social Media,Arizona,2018,204,"1,011",2404686
Identity Theft,Arizona,2018,121,496,1555776
Investment,Arizona,2018,84,66,1315549
Lottery/Sweepstakes/Inheritance,Arizona,2018,20,159,1040325
Malware/Scareware/Virus,Arizona,2018,6,91,116901
Misrepresentation,Arizona,2018,76,135,269225
No Lead Value,Arizona,2018,81,791,166000
Non-payment/Non-Delivery,Arizona,2018,493,"1,300",3516073
Other,Arizona,2018,64,153,22818
Overpayment,Arizona,2018,139,402,1343989
Personal Data Breach,Arizona,2018,277,"1,358",2180760
Phishing/Vishing/Smishing/Pharming,Arizona,2018,111,659,778338
Ransomware,Arizona,2018,1,14,3000
Re-shipping,Arizona,2018,4,19,78863
Real Estate/Rental,Arizona,2018,143,305,2142952
Spoofing,Arizona,2018,111,488,781900
Tech Support,Arizona,2018,54,388,1663439
Terrorism,Arizona,2018,0,6,0
Virtual Currency,Arizona,2018,86,892,1654654
Advanced Fee,Arkansas,2018,28,129,242097
BEC/EAC,Arkansas,2018,16,93,3187563
Charity,Arkansas,2018,1,3,35191
Civil Matter,Arkansas,2018,2,3,241520
Confidence Fraud/Romance,Arkansas,2018,42,135,1332727
Corporate Data Breach,Arkansas,2018,5,7,125736
Credit Card Fraud,Arkansas,2018,26,88,353174
Crimes Against Children,Arkansas,2018,1,10,0
Denial of Service/TDos,Arkansas,2018,1,5,0
Employment,Arkansas,2018,16,99,164341
Extortion,Arkansas,2018,35,259,41859
Gambling,Arkansas,2018,0,1,11
Government Impersonation,Arkansas,2018,13,65,67333
Hacktivist,Arkansas,2018,0,0,0
Harassment/Threats of Violence,Arkansas,2018,23,88,6511
Health Care Related,Arkansas,2018,0,0,0
IPR/Copyright and Counterfeit,Arkansas,2018,6,6,841
Social Media,Arkansas,2018,53,245,487313
Identity Theft,Arkansas,2018,24,89,196925
Investment,Arkansas,2018,5,13,648339
Lottery/Sweepstakes/Inheritance,Arkansas,2018,12,52,52623
Malware/Scareware/Virus,Arkansas,2018,1,13,4809
Misrepresentation,Arkansas,2018,14,34,88495
No Lead Value,Arkansas,2018,18,120,0
Non-payment/Non-Delivery,Arkansas,2018,189,406,618444
Other,Arkansas,2018,20,45,11032
Overpayment,Arkansas,2018,25,91,104159
Personal Data Breach,Arkansas,2018,60,224,353496
Phishing/Vishing/Smishing/Pharming,Arkansas,2018,13,105,89711
Ransomware,Arkansas,2018,0,11,10500
Re-shipping,Arkansas,2018,3,4,0
Real Estate/Rental,Arkansas,2018,13,37,456850
Spoofing,Arkansas,2018,15,84,56714
Tech Support,Arkansas,2018,14,81,191962
Terrorism,Arkansas,2018,0,2,0
Virtual Currency,Arkansas,2018,16,131,118525
Advanced Fee,California,2018,"1,134","1,854",16244343
BEC/EAC,California,2018,464,"3,032",190033205
Charity,California,2018,28,53,28696
Civil Matter,California,2018,84,127,9509049
Confidence Fraud/Romance,California,2018,"1,045","2,105",72355475
Corporate Data Breach,California,2018,98,385,12907998
Credit Card Fraud,California,2018,861,"2,048",16616018
Crimes Against Children,California,2018,46,134,11540
Denial of Service/TDos,California,2018,35,119,804437
Employment,California,2018,"1,017","2,153",8608720
Extortion,California,2018,875,"8,193",24641667
Gambling,California,2018,11,21,39816
Government Impersonation,California,2018,252,"1,389",19356458
Hacktivist,California,2018,1,18,57012
Harassment/Threats of Violence,California,2018,"1,182","2,689",3937773
Health Care Related,California,2018,31,38,1464561
IPR/Copyright and Counterfeit,California,2018,167,337,1644275
Social Media,California,2018,"1,513","5,534",16382463
Identity Theft,California,2018,731,"2,102",25815846
Investment,California,2018,246,379,33707734
Lottery/Sweepstakes/Inheritance,California,2018,256,635,16219010
Malware/Scareware/Virus,California,2018,88,414,269097
Misrepresentation,California,2018,461,849,1831340
No Lead Value,California,2018,820,"5,868",70150
Non-payment/Non-Delivery,California,2018,"3,924","8,676",26046807
Other,California,2018,826,"1,297",4841038
Overpayment,California,2018,"1,028","2,325",9649604
Personal Data Breach,California,2018,"2,068","7,985",26974510
Phishing/Vishing/Smishing/Pharming,California,2018,800,"2,757",7177488
Ransomware,California,2018,19,211,127862
Re-shipping,California,2018,77,121,262736
Real Estate/Rental,California,2018,894,"2,234",24961906
Spoofing,California,2018,497,"1,614",14684620
Tech Support,California,2018,752,"1,974",6815758
Terrorism,California,2018,7,15,9150
Virtual Currency,California,2018,548,"5,995",31249112
Advanced Fee,Colorado,2018,113,509,980575
BEC/EAC,Colorado,2018,59,453,16742410
Charity,Colorado,2018,4,46,18525
Civil Matter,Colorado,2018,11,10,18300
Confidence Fraud/Romance,Colorado,2018,183,376,4782810
Corporate Data Breach,Colorado,2018,15,40,284329
Credit Card Fraud,Colorado,2018,65,267,851123
Crimes Against Children,Colorado,2018,3,22,0
Denial of Service/TDos,Colorado,2018,5,13,0
Employment,Colorado,2018,99,376,1063821
Extortion,Colorado,2018,108,"1,414",1202578
Gambling,Colorado,2018,1,1,500
Government Impersonation,Colorado,2018,42,330,631590
Hacktivist,Colorado,2018,0,1,0
Harassment/Threats of Violence,Colorado,2018,114,392,144819
Health Care Related,Colorado,2018,0,16,818
IPR/Copyright and Counterfeit,Colorado,2018,16,52,26614
Social Media,Colorado,2018,172,885,896461
Identity Theft,Colorado,2018,64,298,855400
Investment,Colorado,2018,18,91,894234
Lottery/Sweepstakes/Inheritance,Colorado,2018,28,364,896248
Malware/Scareware/Virus,Colorado,2018,6,64,49273
Misrepresentation,Colorado,2018,37,99,157523
No Lead Value,Colorado,2018,57,178,0
Non-payment/Non-Delivery,Colorado,2018,432,"1,259",2452586
Other,Colorado,2018,79,"1,770",675846
Overpayment,Colorado,2018,104,383,517895
Personal Data Breach,Colorado,2018,178,"1,164",2963474
Phishing/Vishing/Smishing/Pharming,Colorado,2018,88,943,426079
Ransomware,Colorado,2018,0,28,10000
Re-shipping,Colorado,2018,15,26,7341
Real Estate/Rental,Colorado,2018,190,332,3252654
Spoofing,Colorado,2018,53,258,856786
Tech Support,Colorado,2018,34,290,1032364
Terrorism,Colorado,2018,0,2,0
Virtual Currency,Colorado,2018,60,998,2994379
Advanced Fee,Connecticut,2018,37,147,663119
BEC/EAC,Connecticut,2018,35,263,23879979
Charity,Connecticut,2018,1,4,125
Civil Matter,Connecticut,2018,1,2,1546
Confidence Fraud/Romance,Connecticut,2018,49,143,3956170
Corporate Data Breach,Connecticut,2018,8,39,4636234
Credit Card Fraud,Connecticut,2018,34,138,1666258
Crimes Against Children,Connecticut,2018,2,11,0
Denial of Service/TDos,Connecticut,2018,1,5,49
Employment,Connecticut,2018,47,128,312449
Extortion,Connecticut,2018,52,479,1614512
Gambling,Connecticut,2018,1,0,0
Government Impersonation,Connecticut,2018,14,97,511658
Hacktivist,Connecticut,2018,0,0,0
Harassment/Threats of Violence,Connecticut,2018,54,154,518139
Health Care Related,Connecticut,2018,0,2,6000
IPR/Copyright and Counterfeit,Connecticut,2018,6,18,24570
Social Media,Connecticut,2018,69,334,308367
Identity Theft,Connecticut,2018,33,154,2460772
Investment,Connecticut,2018,5,20,331569
Lottery/Sweepstakes/Inheritance,Connecticut,2018,11,55,568955
Malware/Scareware/Virus,Connecticut,2018,3,28,14288
Misrepresentation,Connecticut,2018,29,61,118016
No Lead Value,Connecticut,2018,40,244,0
Non-payment/Non-Delivery,Connecticut,2018,158,582,1012477
Other,Connecticut,2018,14,54,55201
Overpayment,Connecticut,2018,42,138,648705
Personal Data Breach,Connecticut,2018,66,519,1632311
Phishing/Vishing/Smishing/Pharming,Connecticut,2018,33,230,139310
Ransomware,Connecticut,2018,0,12,56452
Re-shipping,Connecticut,2018,5,6,3220
Real Estate/Rental,Connecticut,2018,21,126,1639536
Spoofing,Connecticut,2018,25,140,388476
Tech Support,Connecticut,2018,24,169,202723
Terrorism,Connecticut,2018,2,0,0
Virtual Currency,Connecticut,2018,25,340,403783
Advanced Fee,Delaware,2018,26,45,71144
BEC/EAC,Delaware,2018,10,43,831598
Charity,Delaware,2018,0,0,0
Civil Matter,Delaware,2018,4,2,3948
Confidence Fraud/Romance,Delaware,2018,14,48,927259
Corporate Data Breach,Delaware,2018,1,6,480120
Credit Card Fraud,Delaware,2018,85,36,90606
Crimes Against Children,Delaware,2018,1,4,0
Denial of Service/TDos,Delaware,2018,0,2,300
Employment,Delaware,2018,70,31,89458
Extortion,Delaware,2018,15,141,40913
Gambling,Delaware,2018,0,0,0
Government Impersonation,Delaware,2018,10,25,18260
Hacktivist,Delaware,2018,0,0,0
Harassment/Threats of Violence,Delaware,2018,22,41,54860
Health Care Related,Delaware,2018,1,1,1845
IPR/Copyright and Counterfeit,Delaware,2018,1,3,2050
Social Media,Delaware,2018,30,89,246705
Identity Theft,Delaware,2018,28,31,20238
Investment,Delaware,2018,17,4,17038
Lottery/Sweepstakes/Inheritance,Delaware,2018,6,12,3211
Malware/Scareware/Virus,Delaware,2018,2,8,500
Misrepresentation,Delaware,2018,47,34,101352
No Lead Value,Delaware,2018,10,22,0
Non-payment/Non-Delivery,Delaware,2018,422,249,412282
Other,Delaware,2018,18,17,1481
Overpayment,Delaware,2018,18,41,78658
Personal Data Breach,Delaware,2018,101,126,47337
Phishing/Vishing/Smishing/Pharming,Delaware,2018,38,83,46514
Ransomware,Delaware,2018,1,3,0
Re-shipping,Delaware,2018,48,1,0
Real Estate/Rental,Delaware,2018,14,41,282739
Spoofing,Delaware,2018,37,38,13430
Tech Support,Delaware,2018,25,44,112766
Terrorism,Delaware,2018,0,0,0
Virtual Currency,Delaware,2018,20,99,47808
Advanced Fee,District of Columbia,2018,187,78,116108
BEC/EAC,District of Columbia,2018,15,129,6223854
Charity,District of Columbia,2018,4,5,1000
Civil Matter,District of Columbia,2018,2,4,10518
Confidence Fraud/Romance,District of Columbia,2018,29,36,92491
Corporate Data Breach,District of Columbia,2018,1,18,390162
Credit Card Fraud,District of Columbia,2018,22,29,150836
Crimes Against Children,District of Columbia,2018,1,5,0
Denial of Service/TDos,District of Columbia,2018,1,6,0
Employment,District of Columbia,2018,29,49,198595
Extortion,District of Columbia,2018,125,287,753162
Gambling,District of Columbia,2018,0,0,0
Government Impersonation,District of Columbia,2018,280,31,273499
Hacktivist,District of Columbia,2018,1,2,0
Harassment/Threats of Violence,District of Columbia,2018,42,75,108493
Health Care Related,District of Columbia,2018,0,2,0
IPR/Copyright and Counterfeit,District of Columbia,2018,8,20,11801
Social Media,District of Columbia,2018,64,188,275471
Identity Theft,District of Columbia,2018,10,42,451832
Investment,District of Columbia,2018,6,7,59468
Lottery/Sweepstakes/Inheritance,District of Columbia,2018,111,11,86950
Malware/Scareware/Virus,District of Columbia,2018,2,11,50742
Misrepresentation,District of Columbia,2018,5,15,26046
No Lead Value,District of Columbia,2018,74,127,0
Non-payment/Non-Delivery,District of Columbia,2018,79,199,229607
Other,District of Columbia,2018,25,38,9025
Overpayment,District of Columbia,2018,16,50,209685
Personal Data Breach,District of Columbia,2018,46,241,220810
Phishing/Vishing/Smishing/Pharming,District of Columbia,2018,127,78,278418
Ransomware,District of Columbia,2018,2,9,14000
Re-shipping,District of Columbia,2018,14,2,0
Real Estate/Rental,District of Columbia,2018,50,108,208502
Spoofing,District of Columbia,2018,17,46,12738
Tech Support,District of Columbia,2018,7,36,309047
Terrorism,District of Columbia,2018,2,4,0
Virtual Currency,District of Columbia,2018,17,242,338003
Advanced Fee,Florida,2018,499,"1,141",4680087
BEC/EAC,Florida,2018,363,"1,433",82979768
Charity,Florida,2018,26,33,58674
Civil Matter,Florida,2018,36,42,256214
Confidence Fraud/Romance,Florida,2018,719,"1,191",20555538
Corporate Data Breach,Florida,2018,49,204,27584190
Credit Card Fraud,Florida,2018,871,"1,797",13546427
Crimes Against Children,Florida,2018,23,105,375
Denial of Service/TDos,Florida,2018,19,34,60000
Employment,Florida,2018,475,"1,262",3636734
Extortion,Florida,2018,407,"3,174",1141747
Gambling,Florida,2018,3,8,75500
Government Impersonation,Florida,2018,140,720,1199450
Hacktivist,Florida,2018,1,3,0
Harassment/Threats of Violence,Florida,2018,613,"1,356",1115314
Health Care Related,Florida,2018,23,47,115179
IPR/Copyright and Counterfeit,Florida,2018,75,132,10198260
Social Media,Florida,2018,925,"2,904",6848252
Identity Theft,Florida,2018,460,"1,478",5546805
Investment,Florida,2018,182,248,12195607
Lottery/Sweepstakes/Inheritance,Florida,2018,141,403,2614314
Malware/Scareware/Virus,Florida,2018,49,207,514486
Misrepresentation,Florida,2018,416,583,3509330
No Lead Value,Florida,2018,188,"1,325",0
Non-payment/Non-Delivery,Florida,2018,"2,886","4,524",14265099
Other,Florida,2018,162,535,3303317
Overpayment,Florida,2018,476,"1,039",2456169
Personal Data Breach,Florida,2018,"1,277","3,933",16130955
Phishing/Vishing/Smishing/Pharming,Florida,2018,373,"1,574",1866035
Ransomware,Florida,2018,15,107,737384
Re-shipping,Florida,2018,49,85,223050
Real Estate/Rental,Florida,2018,456,"1,065",17450443
Spoofing,Florida,2018,412,877,6820748
Tech Support,Florida,2018,274,"1,157",3942728
Terrorism,Florida,2018,2,5,0
Virtual Currency,Florida,2018,236,"2,407",11943335
Advanced Fee,Georgia,2018,267,444,1707306
BEC/EAC,Georgia,2018,177,446,38310258
Charity,Georgia,2018,6,6,77
Civil Matter,Georgia,2018,20,27,117438
Confidence Fraud/Romance,Georgia,2018,275,361,6626814
Corporate Data Breach,Georgia,2018,20,38,687712
Credit Card Fraud,Georgia,2018,158,366,1251318
Crimes Against Children,Georgia,2018,6,32,0
Denial of Service/TDos,Georgia,2018,6,22,94670
Employment,Georgia,2018,311,495,1310404
Extortion,Georgia,2018,142,"1,139",2794246
Gambling,Georgia,2018,5,6,4380
Government Impersonation,Georgia,2018,42,245,906125
Hacktivist,Georgia,2018,0,0,0
Harassment/Threats of Violence,Georgia,2018,221,354,773744
Health Care Related,Georgia,2018,5,11,15398
IPR/Copyright and Counterfeit,Georgia,2018,14,72,32434
Social Media,Georgia,2018,314,875,1583773
Identity Theft,Georgia,2018,185,"1,357",2594373
Investment,Georgia,2018,34,65,2336617
Lottery/Sweepstakes/Inheritance,Georgia,2018,78,207,1423431
Malware/Scareware/Virus,Georgia,2018,17,53,95542
Misrepresentation,Georgia,2018,76,143,129239
No Lead Value,Georgia,2018,83,926,0
Non-payment/Non-Delivery,Georgia,2018,805,"1,769",3021659
Other,Georgia,2018,66,244,1782043
Overpayment,Georgia,2018,379,365,1305745
Personal Data Breach,Georgia,2018,315,"1,186",1456226
Phishing/Vishing/Smishing/Pharming,Georgia,2018,213,893,1349243
Ransomware,Georgia,2018,0,28,1
Re-shipping,Georgia,2018,23,31,50
Real Estate/Rental,Georgia,2018,173,193,3397000
Spoofing,Georgia,2018,93,447,3282270
Tech Support,Georgia,2018,53,327,471901
Terrorism,Georgia,2018,0,1,0
Virtual Currency,Georgia,2018,54,673,948048
Advanced Fee,Guam,2018,0,4,1599
BEC/EAC,Guam,2018,0,7,118742
Charity,Guam,2018,0,0,0
Civil Matter,Guam,2018,0,1,142
Confidence Fraud/Romance,Guam,2018,0,4,11500
Corporate Data Breach,Guam,2018,0,1,6558
Credit Card Fraud,Guam,2018,1,1,6194
Crimes Against Children,Guam,2018,0,0,0
Denial of Service/TDos,Guam,2018,0,0,0
Employment,Guam,2018,0,0,0
Extortion,Guam,2018,0,12,0
Gambling,Guam,2018,0,0,0
Government Impersonation,Guam,2018,0,0,0
Hacktivist,Guam,2018,0,0,0
Harassment/Threats of Violence,Guam,2018,0,1,0
Health Care Related,Guam,2018,0,0,0
IPR/Copyright and Counterfeit,Guam,2018,0,0,0
Social Media,Guam,2018,1,12,6500
Identity Theft,Guam,2018,1,2,0
Investment,Guam,2018,0,2,2260
Lottery/Sweepstakes/Inheritance,Guam,2018,0,0,0
Malware/Scareware/Virus,Guam,2018,0,0,0
Misrepresentation,Guam,2018,0,1,111
No Lead Value,Guam,2018,0,1,0
Non-payment/Non-Delivery,Guam,2018,1,11,9218
Other,Guam,2018,0,0,0
Overpayment,Guam,2018,1,0,0
Personal Data Breach,Guam,2018,0,9,0
Phishing/Vishing/Smishing/Pharming,Guam,2018,0,4,0
Ransomware,Guam,2018,0,0,0
Re-shipping,Guam,2018,0,0,0
Real Estate/Rental,Guam,2018,0,1,0
Spoofing,Guam,2018,0,0,0
Tech Support,Guam,2018,0,2,5400
Terrorism,Guam,2018,0,0,0
Virtual Currency,Guam,2018,0,10,2260
Advanced Fee,Hawaii,2018,19,71,561240
BEC/EAC,Hawaii,2018,12,78,3119426
Charity,Hawaii,2018,0,2,0
Civil Matter,Hawaii,2018,0,1,80
Confidence Fraud/Romance,Hawaii,2018,24,59,1207608
Corporate Data Breach,Hawaii,2018,1,11,53918
Credit Card Fraud,Hawaii,2018,11,38,114496
Crimes Against Children,Hawaii,2018,0,2,0
Denial of Service/TDos,Hawaii,2018,0,1,0
Employment,Hawaii,2018,10,34,48100
Extortion,Hawaii,2018,26,227,79803
Gambling,Hawaii,2018,0,0,0
Government Impersonation,Hawaii,2018,4,41,74817
Hacktivist,Hawaii,2018,1,1,0
Harassment/Threats of Violence,Hawaii,2018,45,61,4756
Health Care Related,Hawaii,2018,0,1,602
IPR/Copyright and Counterfeit,Hawaii,2018,6,5,808
Social Media,Hawaii,2018,34,157,248116
Identity Theft,Hawaii,2018,8,44,99835
Investment,Hawaii,2018,9,14,943364
Lottery/Sweepstakes/Inheritance,Hawaii,2018,4,25,111333
Malware/Scareware/Virus,Hawaii,2018,0,6,2302
Misrepresentation,Hawaii,2018,14,26,49863
No Lead Value,Hawaii,2018,16,45,0
Non-payment/Non-Delivery,Hawaii,2018,69,204,349284
Other,Hawaii,2018,7,20,4340
Overpayment,Hawaii,2018,19,50,108266
Personal Data Breach,Hawaii,2018,24,184,193812
Phishing/Vishing/Smishing/Pharming,Hawaii,2018,11,72,9533
Ransomware,Hawaii,2018,0,3,0
Re-shipping,Hawaii,2018,0,1,0
Real Estate/Rental,Hawaii,2018,45,59,293644
Spoofing,Hawaii,2018,8,30,10738
Tech Support,Hawaii,2018,8,53,103075
Terrorism,Hawaii,2018,0,1,0
Virtual Currency,Hawaii,2018,12,158,655318
Advanced Fee,Idaho,2018,17,88,247965
BEC/EAC,Idaho,2018,18,85,3001040
Charity,Idaho,2018,0,1,600
Civil Matter,Idaho,2018,2,5,6883
Confidence Fraud/Romance,Idaho,2018,22,88,1463397
Corporate Data Breach,Idaho,2018,3,16,193404
Credit Card Fraud,Idaho,2018,15,63,277384
Crimes Against Children,Idaho,2018,3,5,0
Denial of Service/TDos,Idaho,2018,1,2,0
Employment,Idaho,2018,19,60,112694
Extortion,Idaho,2018,23,303,247385
Gambling,Idaho,2018,0,1,1000
Government Impersonation,Idaho,2018,11,63,60385
Hacktivist,Idaho,2018,0,0,0
Harassment/Threats of Violence,Idaho,2018,27,63,5821
Health Care Related,Idaho,2018,4,0,0
IPR/Copyright and Counterfeit,Idaho,2018,2,4,4920
Social Media,Idaho,2018,33,213,154762
Identity Theft,Idaho,2018,20,64,293457
Investment,Idaho,2018,2,7,76863
Lottery/Sweepstakes/Inheritance,Idaho,2018,13,35,19109
Malware/Scareware/Virus,Idaho,2018,3,11,3588
Misrepresentation,Idaho,2018,9,16,25075
No Lead Value,Idaho,2018,7,124,0
Non-payment/Non-Delivery,Idaho,2018,125,275,614224
Other,Idaho,2018,4,24,7349
Overpayment,Idaho,2018,31,103,134898
Personal Data Breach,Idaho,2018,25,247,278778
Phishing/Vishing/Smishing/Pharming,Idaho,2018,16,117,64021
Ransomware,Idaho,2018,1,3,0
Re-shipping,Idaho,2018,1,0,0
Real Estate/Rental,Idaho,2018,16,47,1723336
Spoofing,Idaho,2018,11,74,98214
Tech Support,Idaho,2018,12,63,52978
Terrorism,Idaho,2018,0,1,200
Virtual Currency,Idaho,2018,11,194,52753
